loss;epoch;iteration;global_iteration
1.9423604011535645;0;1;1
2.038980007171631;0;2;2
2.2519311904907227;0;3;3
2.233181953430176;0;4;4
1.9754762649536133;0;5;5
1.6380252838134766;0;6;6
1.8740615844726562;0;7;7
1.8181939125061035;0;8;8
1.781247854232788;0;9;9
1.4848546981811523;0;10;10
1.5933912992477417;0;11;11
1.5030418634414673;0;12;12
1.5284085273742676;0;13;13
1.442244052886963;0;14;14
1.4575932025909424;0;15;15
1.163025975227356;0;16;16
1.0657110214233398;0;17;17
1.0215973854064941;0;18;18
0.9479013681411743;0;19;19
0.9358768463134766;0;20;20
0.78654944896698;0;21;21
0.9920613765716553;0;22;22
0.7221493721008301;0;23;23
1.0696306228637695;0;24;24
0.6668282151222229;0;25;25
0.6002598404884338;0;26;26
0.6236976385116577;0;27;27
0.5751851797103882;0;28;28
0.4960160553455353;0;29;29
0.5440421104431152;0;30;30
0.4944179654121399;0;31;31
0.8794326782226562;0;32;32
0.6849744319915771;0;33;33
0.3697461485862732;0;34;34
0.46321070194244385;0;35;35
0.5132885575294495;0;36;36
0.4664080739021301;0;37;37
0.6151936054229736;0;38;38
0.7189456224441528;0;39;39
0.3821229338645935;0;40;40
0.3214411437511444;0;41;41
0.2781464457511902;0;42;42
0.3688754439353943;0;43;43
0.49893102049827576;0;44;44
0.30268967151641846;0;45;45
0.6859719157218933;0;46;46
0.380319744348526;0;47;47
0.3750913739204407;0;48;48
0.3249754011631012;0;49;49
0.5508838891983032;0;50;50
0.24517424404621124;0;51;51
0.5448008179664612;0;52;52
0.36115762591362;0;53;53
0.36470407247543335;0;54;54
0.29601186513900757;0;55;55
0.4356909990310669;0;56;56
0.2519298791885376;0;57;57
0.7811768651008606;0;58;58
0.318791925907135;0;59;59
0.9078125953674316;0;60;60
0.512499213218689;0;61;61
0.790808916091919;0;62;62
0.389125257730484;0;63;63
0.4003340005874634;0;64;64
0.9396443367004395;0;65;65
0.18739742040634155;0;66;66
0.4589698314666748;0;67;67
0.25508955121040344;0;68;68
0.36607199907302856;0;69;69
0.31450337171554565;0;70;70
1.2138264179229736;0;71;71
0.35777968168258667;0;72;72
0.2537980377674103;0;73;73
0.18283520638942719;0;74;74
0.24574699997901917;0;75;75
0.19943153858184814;0;76;76
0.18401354551315308;0;77;77
0.6710866689682007;0;78;78
0.42859968543052673;0;79;79
0.25280141830444336;0;80;80
0.25574439764022827;0;81;81
0.32113218307495117;0;82;82
0.15245559811592102;0;83;83
0.1846804916858673;0;84;84
0.5097481608390808;0;85;85
0.3425435721874237;0;86;86
0.16070276498794556;0;87;87
0.23811939358711243;0;88;88
0.1243961900472641;0;89;89
0.4558834433555603;0;90;90
0.5567283034324646;0;91;91
0.22269970178604126;0;92;92
0.15582077205181122;0;93;93
0.6549028158187866;0;94;94
0.22003114223480225;0;95;95
0.49800848960876465;0;96;96
0.5153052806854248;0;97;97
0.16739098727703094;0;98;98
0.22584526240825653;0;99;99
0.23677919805049896;0;100;100
0.11574174463748932;0;101;101
0.7163803577423096;0;102;102
0.4283256530761719;0;103;103
0.12197967618703842;0;104;104
0.20144161581993103;0;105;105
0.1423882693052292;0;106;106
0.17906412482261658;0;107;107
0.15114113688468933;0;108;108
0.10484901070594788;0;109;109
0.18290933966636658;0;110;110
0.0704445019364357;0;111;111
0.218399778008461;0;112;112
0.08059215545654297;0;113;113
0.16139134764671326;0;114;114
0.23632004857063293;0;115;115
0.06955348700284958;0;116;116
0.1634853482246399;0;117;117
0.1626502126455307;0;118;118
0.14840048551559448;0;119;119
0.1380048394203186;0;120;120
0.11009790003299713;0;121;121
0.2965870797634125;0;122;122
0.2063109278678894;0;123;123
0.1204700842499733;0;124;124
0.2823328375816345;0;125;125
0.0660415068268776;0;126;126
0.15596067905426025;0;127;127
0.12998484075069427;0;128;128
0.18615227937698364;0;129;129
0.6275463104248047;0;130;130
0.6090331673622131;0;131;131
0.3787384629249573;0;132;132
0.08725397288799286;0;133;133
0.20112675428390503;0;134;134
0.12401330471038818;0;135;135
0.10684650391340256;0;136;136
0.19574549794197083;0;137;137
0.09240997582674026;0;138;138
0.12787067890167236;0;139;139
0.21699634194374084;0;140;140
0.4609803259372711;0;141;141
0.17317435145378113;0;142;142
0.27695244550704956;0;143;143
0.09389740228652954;0;144;144
0.11421366780996323;0;145;145
0.2696784734725952;0;146;146
0.06162548065185547;0;147;147
0.0651925802230835;0;148;148
0.8578362464904785;0;149;149
0.18587812781333923;0;150;150
0.37447482347488403;0;151;151
0.08304218202829361;0;152;152
0.04586939513683319;0;153;153
0.20471033453941345;0;154;154
0.07802930474281311;0;155;155
0.8031139373779297;0;156;156
0.16403667628765106;0;157;157
0.0790988877415657;0;158;158
0.13410939276218414;0;159;159
0.2964707016944885;0;160;160
0.17531412839889526;0;161;161
0.2617399990558624;0;162;162
0.10625727474689484;0;163;163
0.05511844903230667;0;164;164
0.037656188011169434;0;165;165
0.22901594638824463;0;166;166
0.13891538977622986;0;167;167
0.19253581762313843;0;168;168
0.09718228131532669;0;169;169
0.8925338983535767;0;170;170
0.04099031537771225;0;171;171
0.11877967417240143;0;172;172
0.0539664626121521;0;173;173
0.12224644422531128;0;174;174
0.5743212699890137;0;175;175
0.2829848527908325;0;176;176
0.15748919546604156;0;177;177
0.10373302549123764;0;178;178
0.23630830645561218;0;179;179
0.2512570321559906;0;180;180
0.06365296989679337;0;181;181
0.15465956926345825;0;182;182
0.16670401394367218;0;183;183
0.13079918920993805;0;184;184
0.05108436197042465;0;185;185
0.10490942001342773;0;186;186
0.3158440589904785;0;187;187
0.13024801015853882;0;188;188
0.1634744256734848;0;189;189
0.05810394138097763;0;190;190
0.1260189414024353;0;191;191
